index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),Total Actual Production
1334,26-05-2018,NorthEastern,30.13,33.91,,,13.75,18.37,43.88
1335,27-05-2018,Northern,647.32,740.48,28.41,29.88,244.89,221.04,920.62
1336,27-05-2018,Western,1211.36,1276.51,14.06,27.09,23.41,27.67,1248.83
1337,27-05-2018,Southern,637.08,621.9,42.7,37.48,52.96,35.39,732.74
1338,27-05-2018,Eastern,476.59,510.32,,,46.26,78.56,522.85
1339,27-05-2018,NorthEastern,30.13,32.44,,,13.75,21.78,43.88
1340,28-05-2018,Northern,648.94,769.71,28.41,30.43,244.89,211.24,922.24
1341,28-05-2018,Western,1211.36,1301.68,14.06,27.08,23.41,24.49,1248.83
1342,28-05-2018,Southern,637.08,631.68,42.7,37.84,52.96,44.06,732.74
1343,28-05-2018,Eastern,476.59,520.07,,,46.26,73.34,522.85
1344,28-05-2018,NorthEastern,30.13,35.85,,,13.75,19.73,43.88
1345,29-05-2018,Northern,648.94,770.38,28.41,33.79,244.89,204.61,922.24
1346,29-05-2018,Western,1211.36,1287.8,14.06,32.61,23.41,16.81,1248.83
1347,29-05-2018,Southern,637.08,592.21,42.7,38.8,52.96,38,732.74
1348,29-05-2018,Eastern,476.59,493.2,,,46.26,65.54,522.85
1349,29-05-2018,NorthEastern,30.13,33.52,,,13.75,20.81,43.88
1350,30-05-2018,Northern,649.8,744.44,28.41,34.63,244.89,215.04,923.1
1351,30-05-2018,Western,1211.36,1297.36,14.06,32.92,23.41,17.61,1248.83
1352,30-05-2018,Southern,637.08,607.05,42.7,46.64,52.96,42.75,732.74
1353,30-05-2018,Eastern,476.59,524.74,,,46.26,69.76,522.85
1354,30-05-2018,NorthEastern,30.13,34.44,,,13.75,18.73,43.88
1355,31-05-2018,Northern,649.8,774.24,28.41,34.51,244.89,235.33,923.1
1356,31-05-2018,Western,1211.36,1283.49,14.06,32.83,23.41,28.23,1248.83
1357,31-05-2018,Southern,637.08,623.43,42.7,47.72,52.96,51.94,732.74
1358,31-05-2018,Eastern,476.59,527.71,,,46.26,58.87,522.85
1359,31-05-2018,NorthEastern,30.13,30.54,,,13.75,18.05,43.88
1360,01-06-2018,Northern,649.77,706.63,30.83,34.51,303.99,249.64,984.59
1361,01-06-2018,Western,1156.93,1292.17,25.07,32.84,16.99,25.01,1198.99
1362,01-06-2018,Southern,600.53,603.25,63.17,46.74,38.45,43.49,702.15
1363,01-06-2018,Eastern,469.15,483.39,,,53.41,58,522.56
1364,01-06-2018,NorthEastern,30.25,30.23,,,21.71,16.93,51.96
1365,02-06-2018,Northern,647.41,605.58,30.83,35.46,303.99,267.69,982.23
1366,02-06-2018,Western,1156.93,1272.91,25.07,32.82,16.99,18.79,1198.99
1367,02-06-2018,Southern,600.53,599.01,63.17,47.54,38.45,34.02,702.15
1368,02-06-2018,Eastern,469.15,507.59,,,53.41,63.95,522.56
1369,02-06-2018,NorthEastern,30.25,29.52,,,21.71,14.84,51.96
1370,03-06-2018,Northern,647.41,602.32,30.83,34.58,303.99,294.3,982.23
1371,03-06-2018,Western,1156.93,1209.11,25.07,6.88,16.99,10.44,1198.99
1372,03-06-2018,Southern,600.53,550.42,63.17,47.3,38.45,28.46,702.15
1373,03-06-2018,Eastern,469.15,487.41,,,53.41,68.46,522.56
1374,03-06-2018,NorthEastern,30.25,29.99,,,21.71,16.78,51.96
1375,04-06-2018,Northern,651.38,678.1,30.83,34.44,303.99,305.08,986.2
1376,04-06-2018,Western,1156.67,1244.3,25.07,32.43,16.99,18.1,1198.73
1377,04-06-2018,Southern,600.53,556.96,63.17,47.29,38.45,40.36,702.15
1378,04-06-2018,Eastern,469.15,525.96,,,53.41,64.55,522.56
1379,04-06-2018,NorthEastern,30.25,32.5,,,21.71,15.13,51.96
1380,05-06-2018,Northern,651.38,689.01,30.83,34.43,303.99,307.86,986.2
1381,05-06-2018,Western,1156.67,1270.9,25.07,31.93,16.99,13.37,1198.73
1382,05-06-2018,Southern,600.53,552.27,63.17,48.24,38.45,38.63,702.15
1383,05-06-2018,Eastern,469.15,524.25,,,53.41,69.79,522.56
1384,05-06-2018,NorthEastern,30.25,32.7,,,21.71,15.72,51.96
1385,06-06-2018,Northern,651.38,630.3,30.83,34.43,303.99,316.05,986.2
1386,06-06-2018,Western,1166.67,1258.31,25.07,31.86,16.99,17.97,1208.73
1387,06-06-2018,Southern,604.53,527.48,63.17,47.44,38.45,35.51,706.15
1388,06-06-2018,Eastern,469.15,511.67,,,53.41,71.48,522.56
1389,06-06-2018,NorthEastern,30.25,32.19,,,21.71,16.49,51.96
1390,07-06-2018,Northern,663.59,662.52,30.83,34.58,303.99,259.48,998.41
1391,07-06-2018,Western,1162.17,1248.36,25.07,31.85,16.99,16.88,1204.23
1392,07-06-2018,Southern,604.53,501.49,63.17,48.17,38.45,29.5,706.15
1393,07-06-2018,Eastern,469.15,501.19,,,53.41,76.04,522.56
1394,07-06-2018,NorthEastern,30.25,31.07,,,21.71,18.21,51.96
1395,08-06-2018,Northern,663.59,661.81,30.83,31.77,303.99,306.63,998.41
1396,08-06-2018,Western,1162.17,1124.73,25.07,6.82,16.99,9.97,1204.23
1397,08-06-2018,Southern,604.53,484.09,63.17,42.5,38.45,23.51,706.15
1398,08-06-2018,Eastern,469.15,477.02,,,53.41,67.67,522.56
1399,08-06-2018,NorthEastern,30.25,31.94,,,21.71,16.52,51.96
1400,09-06-2018,Northern,663.59,573.06,30.83,29.5,303.99,300.49,998.41
1401,09-06-2018,Western,1165.4,967,25.07,31.88,16.99,12.09,1207.46
1402,09-06-2018,Southern,604.53,448.11,63.17,47.73,38.45,31.75,706.15
1403,09-06-2018,Eastern,472.92,446.31,,,53.41,65.61,526.33
1404,09-06-2018,NorthEastern,30.25,31.01,,,21.71,15.9,51.96
1405,10-06-2018,Northern,671.9,530.41,30.83,30.2,303.99,305.43,1006.72
1406,10-06-2018,Western,1165.4,1031.1,25.07,32.91,16.99,8.56,1207.46
1407,10-06-2018,Southern,604.53,403.7,63.17,48.13,38.45,39.58,706.15
1408,10-06-2018,Eastern,472.92,420.78,,,53.41,64.56,526.33
1409,10-06-2018,NorthEastern,30.25,31.6,,,21.71,14.53,51.96
1410,11-06-2018,Northern,667.8,607.2,30.83,33.74,303.99,320.49,1002.62
1411,11-06-2018,Western,1165.4,1154.16,25.07,32.93,16.99,12.17,1207.46
1412,11-06-2018,Southern,604.53,417.34,63.17,48.32,38.45,51.39,706.15
1413,11-06-2018,Eastern,472.92,451.72,,,53.41,65.75,526.33
1414,11-06-2018,NorthEastern,30.25,30.15,,,21.71,15.94,51.96
1415,12-06-2018,Northern,667.8,651.67,30.83,33.47,303.99,397.38,1002.62
1416,12-06-2018,Western,1159.95,1137.67,25.07,32.92,16.99,13.19,1202.01
1417,12-06-2018,Southern,604.53,431.26,63.17,48.32,38.45,51.51,706.15
1418,12-06-2018,Eastern,469.74,461.16,,,53.41,60.64,523.15
1419,12-06-2018,NorthEastern,30.25,30.03,,,21.71,18.4,51.96
1420,13-06-2018,Northern,667.8,648.18,30.83,24.08,303.99,334.69,1002.62
1421,13-06-2018,Western,1150.87,1079.67,25.07,32.83,16.99,13.79,1192.93
1422,13-06-2018,Southern,604.53,431.12,63.17,47.37,38.45,53.25,706.15
1423,13-06-2018,Eastern,469.74,467.83,,,53.41,66.02,523.15
1424,13-06-2018,NorthEastern,30.25,27.6,,,21.71,25.28,51.96
1425,14-06-2018,Northern,667.8,658.22,30.83,24.4,303.99,288.77,1002.62
1426,14-06-2018,Western,1150.87,1066.93,25.07,32.88,16.99,21.32,1192.93
1427,14-06-2018,Southern,604.53,468.01,63.17,48.35,38.45,67.34,706.15
1428,14-06-2018,Eastern,469.74,467.11,,,53.41,72.36,523.15
1429,14-06-2018,NorthEastern,30.25,28.28,,,21.71,26.4,51.96
1430,15-06-2018,Northern,667.8,672.15,30.83,24.47,303.99,308.07,1002.62
1431,15-06-2018,Western,1153.43,1163.52,25.07,32.87,16.99,17.2,1195.49
1432,15-06-2018,Southern,581.6,501.66,63.17,48.34,38.45,58.46,683.22
1433,15-06-2018,Eastern,469.74,480.35,,,53.41,72.96,523.15
1434,15-06-2018,NorthEastern,30.25,28.58,,,21.71,27.87,51.96
1435,16-06-2018,Northern,667.8,643.51,30.83,33.99,303.99,310.01,1002.62
1436,16-06-2018,Western,1138.23,1163.32,25.07,32.88,16.99,10.16,1180.29
1437,16-06-2018,Southern,585.2,492.54,63.17,48.37,38.45,50.41,686.82
1438,16-06-2018,Eastern,469.74,479.14,,,53.41,77.03,523.15
1439,16-06-2018,NorthEastern,30.25,27.92,,,21.71,28.76,51.96
1440,17-06-2018,Northern,667.8,534.96,30.83,34.56,303.99,280.67,1002.62
1441,17-06-2018,Western,1138.23,1139.35,25.07,32.6,16.99,8.94,1180.29
1442,17-06-2018,Southern,585.2,454.53,63.17,47.64,38.45,45.06,686.82
1443,17-06-2018,Eastern,469.74,445.32,,,53.41,67.91,523.15
1444,17-06-2018,NorthEastern,30.25,29.21,,,21.71,28,51.96
1445,18-06-2018,Northern,667.8,602.2,30.83,34.47,303.99,265.86,1002.62
1446,18-06-2018,Western,1140.92,1215.85,25.07,32.68,16.99,13.08,1182.98
1447,18-06-2018,Southern,585.2,508.88,63.17,48.26,38.45,57.89,686.82
1448,18-06-2018,Eastern,469.74,469.73,,,53.41,73.35,523.15
1449,18-06-2018,NorthEastern,30.25,27.01,,,21.71,27.46,51.96
1450,19-06-2018,Northern,667.94,681.48,30.83,34.51,303.99,211.88,1002.76
1451,19-06-2018,Western,1140.92,1216.16,25.07,32.66,16.99,34.26,1182.98
1452,19-06-2018,Southern,585.2,560.83,63.17,47.65,38.45,59.83,686.82
1453,19-06-2018,Eastern,469.74,483.1,,,53.41,78.1,523.15
1454,19-06-2018,NorthEastern,30.25,30.94,,,21.71,24.8,51.96
1455,20-06-2018,Northern,664.82,773.39,30.83,34.84,303.99,213.85,999.64
1456,20-06-2018,Western,1140.92,1233.13,25.07,32.67,16.99,33.98,1182.98
1457,20-06-2018,Southern,585.2,569.83,63.17,47.79,38.45,75.48,686.82
1458,20-06-2018,Eastern,469.74,490.76,,,53.41,72.12,523.15
1459,20-06-2018,NorthEastern,30.25,30.74,,,21.71,22.42,51.96
1460,21-06-2018,Northern,664.82,797.59,30.83,34.55,303.99,250.69,999.64
1461,21-06-2018,Western,1125.32,1259.65,25.07,32.55,16.99,20.58,1167.38
1462,21-06-2018,Southern,585.6,562.34,63.17,47.7,38.45,67.64,687.22
1463,21-06-2018,Eastern,476.94,498.97,,,53.41,71.52,530.35
1464,21-06-2018,NorthEastern,30.25,32.1,,,21.71,21.98,51.96
1465,22-06-2018,Northern,665.68,805.07,30.83,30.78,303.99,263.56,1000.5
1466,22-06-2018,Western,1125.32,1254.07,25.07,32.84,16.99,9.88,1167.38
1467,22-06-2018,Southern,584.98,580.26,63.17,48.37,38.45,60.64,686.6
1468,22-06-2018,Eastern,476.94,510.59,,,53.41,68.62,530.35
1469,22-06-2018,NorthEastern,30.25,32.01,,,21.71,23.04,51.96
1470,23-06-2018,Northern,665.68,812.84,30.83,29.1,303.99,274.78,1000.5
1471,23-06-2018,Western,1125.32,1241.67,25.07,32.2,16.99,11.27,1167.38
1472,23-06-2018,Southern,571.34,540.37,63.17,47.68,38.45,49.1,672.96
1473,23-06-2018,Eastern,476.94,512.14,,,53.41,70.7,530.35
1474,23-06-2018,NorthEastern,30.25,32.74,,,21.71,25.32,51.96
1475,24-06-2018,Northern,665.68,787.34,30.83,29.6,303.99,267.82,1000.5
1476,24-06-2018,Western,1136.32,1166.62,25.07,32.26,16.99,8.6,1178.38
1477,24-06-2018,Southern,567.99,481.63,63.17,47.56,38.45,46.67,669.61
1478,24-06-2018,Eastern,473.11,480.27,,,53.41,68.84,526.52
1479,24-06-2018,NorthEastern,30.25,31.15,,,21.71,23.25,51.96
1480,25-06-2018,Northern,658.72,802.55,30.83,29.56,303.99,277.74,993.54
1481,25-06-2018,Western,1140.27,1193.55,25.07,32.45,16.99,8.95,1182.33
1482,25-06-2018,Southern,567.99,505.96,63.17,47.18,38.45,45.81,669.61
1483,25-06-2018,Eastern,464.19,486.52,,,53.41,66.77,517.6
1484,25-06-2018,NorthEastern,30.25,30.6,,,21.71,24.11,51.96
1485,26-06-2018,Northern,658.72,746.82,30.83,29.67,303.99,288.2,993.54
1486,26-06-2018,Western,1146.67,1148.05,25.07,32.45,16.99,13.61,1188.73
1487,26-06-2018,Southern,576.99,492.81,63.17,45.76,38.45,42.75,678.61
1488,26-06-2018,Eastern,463.11,474.31,,,53.41,65.96,516.52
1489,26-06-2018,NorthEastern,30.25,30.55,,,21.71,23.56,51.96
1490,27-06-2018,Northern,658.72,672.74,30.83,32.51,303.99,278.12,993.54
1491,27-06-2018,Western,1162.72,1161.58,25.07,32.45,16.99,10.81,1204.78
1492,27-06-2018,Southern,576.99,478.64,63.17,46.51,38.45,50.15,678.61
1493,27-06-2018,Eastern,463.11,470.65,,,53.41,63.13,516.52
1494,27-06-2018,NorthEastern,30.25,31.39,,,21.71,22.11,51.96
1495,28-06-2018,Northern,658.72,529.28,30.83,34.33,303.99,286.18,993.54
1496,28-06-2018,Western,1162.72,1156.58,25.07,32.87,16.99,16.04,1204.78
1497,28-06-2018,Southern,576.99,488.32,63.17,46.76,38.45,61.18,678.61
1498,28-06-2018,Eastern,463.11,453.89,,,53.41,61.54,516.52
1499,28-06-2018,NorthEastern,30.25,30.99,,,21.71,24.14,51.96
1500,29-06-2018,Northern,658.72,555.63,30.83,34.64,303.99,285.19,993.54
1501,29-06-2018,Western,1162.72,1159.51,25.07,32.85,16.99,18.69,1204.78
1502,29-06-2018,Southern,572.88,522.63,63.17,46.15,38.45,68.87,674.5
1503,29-06-2018,Eastern,463.11,477.29,,,53.41,63.37,516.52
1504,29-06-2018,NorthEastern,30.25,31.26,,,21.71,23.18,51.96
1505,30-06-2018,Northern,658.72,593.23,30.83,33.85,303.99,312.89,993.54
1506,30-06-2018,Western,1162.72,1214,25.07,31.8,16.99,20.44,1204.78
1507,30-06-2018,Southern,572.88,521.42,63.17,46.19,38.45,72.63,674.5
1508,30-06-2018,Eastern,463.11,499.53,,,53.41,58.76,516.52
1509,30-06-2018,NorthEastern,30.25,31,,,21.71,23.25,51.96
1510,01-07-2018,Northern,645.49,572.79,30.72,30.37,314.44,325.24,990.65
1511,01-07-2018,Western,1094.62,1188.11,14.06,30.07,21.91,11.66,1130.59
1512,01-07-2018,Southern,544.82,507.82,40.09,47.04,62.52,57.36,647.43
1513,01-07-2018,Eastern,454.23,477.82,,,69.16,57.44,523.39
1514,01-07-2018,NorthEastern,30.1,30.84,,,30.46,23.88,60.56
1515,02-07-2018,Northern,645.3,575.61,30.72,29.97,314.44,328.83,990.46
1516,02-07-2018,Western,1094.62,1173.11,14.06,28.26,21.91,16.26,1130.59
1517,02-07-2018,Southern,544.82,491.86,40.09,45.96,62.52,50.9,647.43
1518,02-07-2018,Eastern,454.23,471.39,,,69.16,64.17,523.39
1519,02-07-2018,NorthEastern,30.1,30.34,,,30.46,25.77,60.56
1520,03-07-2018,Northern,644.14,560.86,30.72,30.29,314.44,332.48,989.3
1521,03-07-2018,Western,1094.62,1097.23,14.06,28.82,21.91,12.12,1130.59
1522,03-07-2018,Southern,544.82,497.77,40.09,46.38,62.52,45.72,647.43
1523,03-07-2018,Eastern,449.73,449.38,,,69.16,64.57,518.89
1524,03-07-2018,NorthEastern,30.1,29.88,,,30.46,29.01,60.56
1525,04-07-2018,Northern,644.14,524.93,30.72,30.51,314.44,325.38,989.3
1526,04-07-2018,Western,1094.62,1066.29,14.06,29.6,21.91,14.02,1130.59
1527,04-07-2018,Southern,541.49,525.05,40.09,46.37,62.52,46.01,644.1
1528,04-07-2018,Eastern,449.73,447.65,,,69.16,65.65,518.89
1529,04-07-2018,NorthEastern,30.1,30.4,,,30.46,28.32,60.56
1530,05-07-2018,Northern,644.14,604.03,30.72,30.23,314.44,300.98,989.3
1531,05-07-2018,Western,1084.37,1127.95,14.06,29.95,21.91,15.83,1120.34
1532,05-07-2018,Southern,541.49,539.76,40.09,46.43,62.52,45.54,644.1
1533,05-07-2018,Eastern,446.73,471.36,,,69.16,67.16,515.89
1534,05-07-2018,NorthEastern,30.1,31.65,,,30.46,29.15,60.56
1535,06-07-2018,Northern,645.02,682.4,30.72,30.32,314.44,287.11,990.18
1536,06-07-2018,Western,1099.95,1144.69,14.06,30.78,21.91,16.94,1135.92
1537,06-07-2018,Southern,541.49,538.13,40.09,46.23,62.52,53.32,644.1
1538,06-07-2018,Eastern,446.73,473.75,,,69.16,68.98,515.89
1539,06-07-2018,NorthEastern,30.1,33.69,,,30.46,26.54,60.56
1540,07-07-2018,Northern,645.02,723.03,30.72,30.28,314.44,304.22,990.18
1541,07-07-2018,Western,1086.95,1163.86,14.06,32.13,21.91,17.93,1122.92
1542,07-07-2018,Southern,541.49,508.18,40.09,46.57,62.52,43.66,644.1
1543,07-07-2018,Eastern,446.73,490.98,,,69.16,67.53,515.89
1544,07-07-2018,NorthEastern,30.1,34.65,,,30.46,26.25,60.56
1545,08-07-2018,Northern,641.42,682.1,30.72,30.22,314.44,319.99,986.58
1546,08-07-2018,Western,1112.08,1128.11,14.06,32.3,21.91,10.71,1148.05
1547,08-07-2018,Southern,541.49,461.24,40.09,46.75,62.52,41.91,644.1
1548,08-07-2018,Eastern,446.73,610.79,,,69.16,65.88,515.89
1549,08-07-2018,NorthEastern,30.1,32.62,,,30.46,25.21,60.56
1550,09-07-2018,Northern,647.51,737.91,30.72,30.6,314.44,329.56,992.67
1551,09-07-2018,Western,1112.08,1165.29,14.06,32.48,21.91,13.62,1148.05
1552,09-07-2018,Southern,541.59,482.73,40.09,46.6,62.52,49.08,644.2
1553,09-07-2018,Eastern,446.73,466.35,,,69.16,68.07,515.89
1554,09-07-2018,NorthEastern,30.1,34.01,,,30.46,24.8,60.56
1555,10-07-2018,Northern,633.21,736.07,30.72,30.13,314.44,334.11,978.37
1556,10-07-2018,Western,1107.14,1175.03,14.06,32.69,21.91,13.87,1143.11
1557,10-07-2018,Southern,537.37,480.78,40.09,46.53,62.52,62.2,639.98
1558,10-07-2018,Eastern,443.4,468.27,,,69.16,58.29,512.56
1559,10-07-2018,NorthEastern,30.1,34.96,,,30.46,23.58,60.56
1560,11-07-2018,Northern,633.4,703.39,30.72,30.2,314.44,327.4,978.56
1561,11-07-2018,Western,1107.14,1120.81,14.06,32.73,21.91,13.73,1143.11
1562,11-07-2018,Southern,546.61,459.91,40.09,46.56,62.52,55.9,649.22
1563,11-07-2018,Eastern,443.4,467.14,,,69.16,67.67,512.56
1564,11-07-2018,NorthEastern,30.1,33.72,,,30.46,25.71,60.56
1565,12-07-2018,Northern,633.4,685.41,30.72,30.17,314.44,318.31,978.56
1566,12-07-2018,Western,1107.14,1124.81,14.06,32.76,21.91,19.67,1143.11
1567,12-07-2018,Southern,547.26,444.49,40.09,46.66,62.52,63.49,649.87
1568,12-07-2018,Eastern,443.4,472.7,,,69.16,68.18,512.56
1569,12-07-2018,NorthEastern,30.1,33.44,,,30.46,25.34,60.56
1570,13-07-2018,Northern,633.4,636.05,30.72,30.46,314.44,312.03,978.56
1571,13-07-2018,Western,1107.14,1094.04,14.06,32.9,21.91,20.04,1143.11
1572,13-07-2018,Southern,547.26,444.72,40.09,46.78,62.52,63.62,649.87
1573,13-07-2018,Eastern,446.35,459.06,,,69.16,65.23,515.51
1574,13-07-2018,NorthEastern,30.1,32.87,,,30.46,27.46,60.56
1575,14-07-2018,Northern,633.4,599.04,30.72,30.67,314.44,318.13,978.56
1576,14-07-2018,Western,1107.14,1091.29,14.06,32.89,21.91,22.1,1143.11
1577,14-07-2018,Southern,547.26,441.31,40.09,46.7,62.52,63.91,649.87
1578,14-07-2018,Eastern,446.35,462.54,,,69.16,63.32,515.51
1579,14-07-2018,NorthEastern,30.1,33.41,,,30.46,27.39,60.56
1580,15-07-2018,Northern,637.99,604.12,30.72,30.39,314.44,320.79,983.15
1581,15-07-2018,Western,1103.64,1050.78,14.06,32.85,21.91,18.39,1139.61
1582,15-07-2018,Southern,536.69,422.42,40.09,46.35,62.52,62.89,639.3
1583,15-07-2018,Eastern,445.06,453.67,,,69.16,64.51,514.22
1584,15-07-2018,NorthEastern,30.1,33.33,,,30.46,24.04,60.56
1585,16-07-2018,Northern,634.79,653.35,30.72,30.17,314.44,314.85,979.95
1586,16-07-2018,Western,1118.83,1083.37,14.06,32.84,21.91,16.56,1154.8
1587,16-07-2018,Southern,546.4,415.13,40.09,46.69,62.52,67.01,649.01
1588,16-07-2018,Eastern,445.06,443.14,,,69.16,65.5,514.22
1589,16-07-2018,NorthEastern,30.1,33.34,,,30.46,24.61,60.56
1590,17-07-2018,Northern,634.98,637.03,30.72,30.09,314.44,318.27,980.14
1591,17-07-2018,Western,1117.9,1104.81,14.06,32.59,21.91,17.74,1153.87
1592,17-07-2018,Southern,549.87,419.15,40.09,46.44,62.52,78.94,652.48
1593,17-07-2018,Eastern,445.06,437.41,,,69.16,71.55,514.22
1594,17-07-2018,NorthEastern,30.1,34.11,,,30.46,24.09,60.56
1595,18-07-2018,Northern,634.98,662.89,30.72,30.35,314.44,321.33,980.14
1596,18-07-2018,Western,1128.11,1126.23,14.06,31.53,21.91,16.45,1164.08
1597,18-07-2018,Southern,549.87,446.88,40.09,46.1,62.52,91.51,652.48
1598,18-07-2018,Eastern,445.06,443.31,,,69.16,76.8,514.22
1599,18-07-2018,NorthEastern,30.1,34.82,,,30.46,22.91,60.56
1600,19-07-2018,Northern,634.98,651.67,30.72,30.48,314.44,333.96,980.14
1601,19-07-2018,Western,1128.11,1140.64,14.06,32.83,21.91,18.57,1164.08
1602,19-07-2018,Southern,549.87,462.68,40.09,45.12,62.52,93.95,652.48
1603,19-07-2018,Eastern,445.06,450.44,,,69.16,77.68,514.22
1604,19-07-2018,NorthEastern,30.1,33.81,,,30.46,22.29,60.56
1605,20-07-2018,Northern,637.23,634.42,30.72,30.46,314.44,335.4,982.39
1606,20-07-2018,Western,1129.73,1117.72,14.06,32.72,21.91,16.89,1165.7
1607,20-07-2018,Southern,559.87,472.76,40.09,39.76,62.52,94.34,662.48
1608,20-07-2018,Eastern,445.06,457.58,,,69.16,63.61,514.22
1609,20-07-2018,NorthEastern,30.1,34.92,,,30.46,21.31,60.56
1610,21-07-2018,Northern,637.23,554.25,30.72,30.52,314.44,336.38,982.39
1611,21-07-2018,Western,1120.84,1079.2,14.06,32.91,21.91,15.96,1156.81
1612,21-07-2018,Southern,564.78,450.87,40.09,41.01,62.52,96.05,667.39
1613,21-07-2018,Eastern,445.06,428,,,69.16,56.83,514.22
1614,21-07-2018,NorthEastern,30.1,31.64,,,30.46,21.01,60.56
1615,22-07-2018,Northern,650.83,505.3,30.72,30.56,314.44,335.16,995.99
1616,22-07-2018,Western,1117.89,974.06,14.06,32.91,21.91,16.24,1153.86
1617,22-07-2018,Southern,573.78,426.55,40.09,47.62,62.52,86.92,676.39
1618,22-07-2018,Eastern,445.06,401.62,,,69.16,58.34,514.22
1619,22-07-2018,NorthEastern,30.1,30.67,,,30.46,23.46,60.56
1620,23-07-2018,Northern,650.83,540.27,30.72,27.51,314.44,315.3,995.99
1621,23-07-2018,Western,1116.71,1050.15,14.06,32.89,21.91,20.45,1152.68
1622,23-07-2018,Southern,582.56,450.42,40.09,53.77,62.52,101.16,685.17
1623,23-07-2018,Eastern,445.06,435.66,,,69.16,69.04,514.22
1624,23-07-2018,NorthEastern,30.1,30.4,,,30.46,26.4,60.56
1625,24-07-2018,Northern,650.83,571.32,30.72,30.54,314.44,334.45,995.99
1626,24-07-2018,Western,1088.1,1080.71,14.06,32.74,21.91,24.4,1124.07
1627,24-07-2018,Southern,572.08,468.73,40.09,56.07,62.52,106.95,674.69
1628,24-07-2018,Eastern,445.06,450.98,,,69.16,75.42,514.22
1629,24-07-2018,NorthEastern,30.1,33.6,,,30.46,24.3,60.56
1630,25-07-2018,Northern,650.83,549.15,30.72,30.54,314.44,325.77,995.99
1631,25-07-2018,Western,1090.53,1036.5,14.06,32.74,21.91,19.67,1126.5
1632,25-07-2018,Southern,568.08,482.9,40.09,55.2,62.52,111.66,670.69
1633,25-07-2018,Eastern,450.92,431.95,,,69.16,73.84,520.08
1634,25-07-2018,NorthEastern,30.1,33.7,,,30.46,24.49,60.56
1635,26-07-2018,Northern,658.16,463.16,30.72,30.63,314.44,301.48,1003.32
1636,26-07-2018,Western,1108.21,976.12,14.06,32.82,21.91,19.54,1144.18
1637,26-07-2018,Southern,573.65,472.4,40.09,54.96,62.52,108.32,676.26
1638,26-07-2018,Eastern,452.09,412.88,,,69.16,74.91,521.25
1639,26-07-2018,NorthEastern,30.1,32.95,,,30.46,23.98,60.56
1640,27-07-2018,Northern,658.16,440.49,30.72,30.66,314.44,307.9,1003.32
1641,27-07-2018,Western,1108.21,1000.83,14.06,32.83,21.91,18.65,1144.18
1642,27-07-2018,Southern,573.65,479.1,40.09,59,62.52,115.43,676.26
1643,27-07-2018,Eastern,452.09,424.56,,,69.16,79.08,521.25
1644,27-07-2018,NorthEastern,30.1,33.58,,,30.46,22.92,60.56
1645,28-07-2018,Northern,658.16,452.05,30.72,30.61,314.44,297.18,1003.32
1646,28-07-2018,Western,1097.91,1036.85,14.06,32.75,21.91,21.15,1133.88
1647,28-07-2018,Southern,573.65,480.37,40.09,59.67,62.52,114.37,676.26
1648,28-07-2018,Eastern,452.09,444.38,,,69.16,78.22,521.25
1649,28-07-2018,NorthEastern,30.1,34.86,,,30.46,23.74,60.56
1650,29-07-2018,Northern,658.15,441.93,30.72,30.44,314.44,331.92,1003.31
1651,29-07-2018,Western,1097.91,1067.84,14.06,32.75,21.91,19.04,1133.88
1652,29-07-2018,Southern,577.65,462.69,40.09,63.16,62.52,106.24,680.26
1653,29-07-2018,Eastern,452.09,431.32,,,69.16,74.56,521.25
1654,29-07-2018,NorthEastern,30.1,32.58,,,30.46,23.31,60.56
1655,30-07-2018,Northern,658.15,475.79,30.72,30.6,314.44,349.96,1003.31
1656,30-07-2018,Western,1095.63,1137.68,14.06,32.64,21.91,23.76,1131.6
1657,30-07-2018,Southern,586.15,494.6,40.09,63.78,62.52,118.13,688.76
1658,30-07-2018,Eastern,452.09,474.02,,,69.16,70.28,521.25
1659,30-07-2018,NorthEastern,30.1,31.07,,,30.46,22.65,60.56
1660,31-07-2018,Northern,658.15,529.9,30.72,30.58,314.44,357.01,1003.31
1661,31-07-2018,Western,1106.43,1120.73,14.06,32.28,21.91,19.68,1142.4
1662,31-07-2018,Southern,590.15,492.32,40.09,63.87,62.52,98.47,692.76
1663,31-07-2018,Eastern,464.09,474.24,,,69.16,52,533.25
1664,31-07-2018,NorthEastern,30.1,31.28,,,30.46,23.82,60.56
1665,01-08-2018,Northern,669.65,558.75,30.72,30.8,327.74,352.26,1028.11
